 Nome ,Idade,CIDADE,Data Admissão,salario (R$),Estado-civil,Cargo ,Telefone
Vera Santos,18.0,manaus,12/03/2023,4705.63,casado,,(11) 94018-3344
Heitor Almeida,120.0,rio de janeiro,22/08/2018,5440.89,viuvo,engenheiro de dados,nan
Joao Carvalho,28.0,belo  horizonte,18/03/2019,2607.25,casado,engenheiro de dados,nan
Katia Almeida,24.0,belo  horizonte,19/08/2016,,divorciado,estagiario,(11) 99973-7899
Otavio Carvalho,42.0,manaus,30/07/2020,8475.84,viuvo,engenheiro de dados,nan
Zeca Almeida,41.0,Sao Paulo,08/11/2015,2850.21,solteiro,engenheiro de dados,nan
Zeca Ferreira,21.0,curitiba,21/11/2020,2220.65,viuvo,desenvolvedor,nan
Otavio Souza,38.0,belo  horizonte,28/01/2018,2328.87,solteiro,estagiario,nan
  GABI RODRIGUES  ,41.0,Manaus,11/02/2015,2097.9,viuvo,analista,nan
Iris Souza,31.0,belo  horizonte,15/01/2016,3718.56,casado,cientista de dados,nan
Tania Ferreira,35.0,manaus,27/11/2023,1601.46,,desenvolvedor,nan
Leo Carvalho,37.0,salvador,13/05/2025,2197.53,solteiro,engenheiro de dados,nan
Ana Almeida,30.0,fortaleza,28/02/2021,1773.71,viuvo,engenheiro de dados,nan
Bruno Lima,23.0,recife,10/01/2027,2434.79,divorciado,estagiario,nan
Will Almeida,50.0,Salvador,15/11/2016,2571.23,divorciado,analista,nan
Will Silva,35.0,recife,15/03/2021,1795.7,viuvo,desenvolvedor,nan
Yasmin Pereira,28.0,salvador,11/03/2023,3339.42,casado,analista,nan
Ana Oliveira,40.0,rio de janeiro,13/12/2018,1508.77,solteiro,gestor,nan
Tania Pereira,38.0,sao paulo,13/07/2024,3012.01,casado,estagiario,nan
Rita Oliveira,32.0,curitiba,06/10/2022,3091.85,divorciado,engenheiro de dados,nan
Bruno Souza,32.0,fortaleza,13/10/2016,3213.59,solteiro,engenheiro de dados,nan
Nina Silva,34.0,recife,22/04/2021,3626.86,casado,estagiario,nan
Otavio Silva,39.0,rio de janeiro,14/05/2022,3363.26,divorciado,gestor,nan
Leo Silva,41.0,manaus,24/09/2020,3199.19,viuvo,desenvolvedor,nan
Nina Oliveira,33.0,fortaleza,30/01/2023,4040.52,viuvo,,nan
Nina Ferreira,49.0,fortaleza,01/07/2019,2888.42,viuvo,engenheiro de dados,nan
Eva Santos,53.0,manaus,04/07/2021,2485.15,viuvo,gestor,(11) 95974-1510
Iris Pereira,44.0,curitiba,28/12/2023,4275.11,divorciado,engenheiro de dados,nan
  FABIO RODRIGUES  ,50.0,curitiba,13/03/2016,6369.31,solteiro,desenvolvedor,nan
  SAULO ALMEIDA  ,35.0,rio de janeiro,06/04/2016,1995.16,casado,cientista de dados,nan
Ana Santos,36.0,Fortaleza,06/08/2024,,viuvo,gestor,nan
Leo Rodrigues,28.0,fortaleza,22/06/2015,1694.95,solteiro,desenvolvedor,nan
Zeca Oliveira,36.0,rio de janeiro,13/05/2023,2069.11,viuvo,cientista de dados,nan
Will Pereira,27.0,curitiba,20/05/2021,3197.92,casado,cientista de dados,(11) 91756-9890
Saulo Almeida,23.0,rio de janeiro,02/01/2019,3687.5,viuvo,analista,nan
Marta Oliveira,38.0,curitiba,14/01/2019,1548.97,viuvo,gestor,nan
Will Rodrigues,31.0,manaus,13/11/2018,4788.49,divorciado,cientista de dados,nan
Iris Pereira,32.0,rio de janeiro,21/07/2023,4398.48,casado,desenvolvedor,nan
Carla Lima,35.0,recife,24/10/2018,2198.03,solteiro,analista,nan
Diego Silva,35.0,Sao Paulo,01/12/2024,3758.9,divorciado,desenvolvedor,nan
Rita Lima,36.0,curitiba,01/10/2022,3273.36,viuvo,cientista de dados,nan
Tania Souza,37.0,salvador,20/02/2022,1728.76,solteiro,gestor,nan
Xavier Santos,19.0,salvador,14/06/2025,3967.12,viuvo,desenvolvedor,nan
Bruno Silva,34.0,curitiba,14/12/2020,2829.29,casado,estagiario,nan
Otavio Santos,39.0,fortaleza,30/01/2021,3673.98,casado,engenheiro de dados,(11) 93328-3507
Will Ferreira,35.0,,16/06/2018,1890.41,solteiro,gestor,nan
Joao Santos,35.0,sao paulo,07/03/2019,2812.45,viuvo,analista,(11) 91608-9165
Bruno Lima,37.0,Manaus,18/09/2021,1896.82,divorciado,cientista de dados,nan
Carla Pereira,50.0,salvador,14/08/2023,3907.57,viuvo,analista,nan
Bruno Ferreira,37.0,Salvador,05/11/2019,5960.42,solteiro,estagiario,nan
Leo Rodrigues,24.0,curitiba,19/11/2017,2741.43,divorciado,engenheiro de dados,nan
Will Ferreira,21.0,salvador,24/08/2024,3148.35,viuvo,analista,(11) 94057-5639
Nina Souza,45.0,salvador,16/08/2019,5811.03,viuvo,desenvolvedor,nan
Katia Santos,41.0,rio de janeiro,28/02/2016,3466.15,divorciado,analista,nan
Heitor Santos,30.0,fortaleza,06/12/2020,2751.58,divorciado,cientista de dados,nan
Paula Carvalho,38.0,salvador,02/10/2015,2523.48,solteiro,estagiario,nan
Eva Rodrigues,23.0,manaus,20/01/2016,2821.48,solteiro,cientista de dados,nan
Xavier Santos,33.0,sao paulo,11/08/2015,2417.37,solteiro,engenheiro de dados,(11) 97534-5845
Diego Almeida,29.0,recife,31/01/2025,3594.85,divorciado,estagiario,nan
Carla Ferreira,39.0,Manaus,12/09/2020,3379.34,viuvo,analista,nan
Paula Pereira,44.0,sao paulo,18/04/2016,1815.64,divorciado,engenheiro de dados,nan
Rita Lima,,recife,13/05/2022,4182.52,solteiro,cientista de dados,nan
Nina Oliveira,35.0,Rio De Janeiro,27/09/2020,2507.43,viuvo,analista,nan
Saulo Silva,33.0,curitiba,01/09/2017,1470.38,divorciado,cientista de dados,nan
Katia Oliveira,39.0,Salvador,14/01/2019,1918.04,solteiro,gestor,nan
Rita Santos,32.0,curitiba,03/04/2023,2914.26,viuvo,estagiario,nan
Diego Souza,43.0,curitiba,21/02/2022,1645.78,casado,analista,nan
Rita Oliveira,42.0,Sao Paulo,08/03/2017,3609.92,casado,estagiario,nan
Heitor Silva,51.0,fortaleza,09/04/2018,4992.61,solteiro,analista,nan
Marta Pereira,14.0,recife,08/06/2019,2698.05,casado,desenvolvedor,nan
Iris Rodrigues,42.0,Rio De Janeiro,13/10/2020,3235.18,solteiro,engenheiro de dados,nan
Paula Rodrigues,30.0,sao paulo,09/11/2023,1295.05,divorciado,engenheiro de dados,nan
Iris Lima,37.0,recife,22/02/2016,2736.05,viuvo,estagiario,nan
Xavier Oliveira,45.0,belo  horizonte,17/01/2021,1511.27,viuvo,gestor,nan
  ANA OLIVEIRA  ,44.0,manaus,24/11/2016,3664.26,casado,desenvolvedor,nan
Otavio Almeida,41.0,recife,23/05/2019,3892.36,viuvo,desenvolvedor,nan
Katia Souza,40.0,belo  horizonte,08/10/2015,6321.48,solteiro,cientista de dados,nan
Will Almeida,47.0,fortaleza,08/04/2016,1326.37,viuvo,analista,nan
Vera Souza,36.0,manaus,22/05/2025,5744.26,casado,gestor,nan
Paula Oliveira,43.0,belo  horizonte,15/12/2027,1838.89,casado,analista,nan
Yasmin Silva,10.0,,07/12/2021,1673.87,divorciado,analista,(11) 99588-8929
Heitor Silva,40.0,belo  horizonte,04/06/2024,2276.66,divorciado,desenvolvedor,nan
Nina Lima,35.0,salvador,30/06/2017,4764.35,viuvo,,nan
  WILL LIMA  ,28.0,Rio De Janeiro,03/05/2021,2046.27,divorciado,desenvolvedor,nan
Iris Rodrigues,44.0,rio de janeiro,03/01/2015,5009.77,viuvo,desenvolvedor,nan
Bruno Carvalho,31.0,curitiba,15/10/2022,1762.49,casado,cientista de dados,nan
Yasmin Silva,36.0,rio de janeiro,15/09/2019,2321.57,viuvo,desenvolvedor,nan
Gabi Lima,40.0,belo  horizonte,18/10/2016,3462.57,divorciado,analista,nan
Fabio Oliveira,46.0,Curitiba,11/08/2019,4072.72,casado,analista,nan
Bruno Carvalho,49.0,,24/04/2016,,viuvo,analista,nan
Heitor Pereira,47.0,curitiba,27/06/2022,1864.27,viuvo,cientista de dados,(11) 98283-5179
Leo Silva,49.0,belo  horizonte,08/09/2017,687.57,viuvo,engenheiro de dados,nan
Vera Almeida,35.0,Salvador,21/03/2017,4467.0,divorciado,estagiario,nan
Fabio Pereira,27.0,rio de janeiro,21/04/2017,1986.93,solteiro,engenheiro de dados,nan
Otavio Ferreira,37.0,sao paulo,17/07/2025,3519.86,solteiro,gestor,nan
  JOAO PEREIRA  ,,curitiba,13/03/2021,7346.28,viuvo,,nan
Xavier Oliveira,45.0,salvador,05/02/2016,2480.02,,desenvolvedor,nan
Vera Rodrigues,34.0,recife,15/03/2015,2424.09,viuvo,estagiario,nan
Eva Almeida,43.0,rio de janeiro,10/02/2024,3352.76,divorciado,estagiario,nan
Katia Rodrigues,31.0,fortaleza,15/05/2016,2926.38,solteiro,estagiario,nan
Ana Pereira,27.0,curitiba,24/04/2016,2972.08,solteiro,gestor,nan
Tania Santos,16.0,manaus,12/05/2025,2110.85,divorciado,gestor,nan
Nina Pereira,26.0,Fortaleza,30/09/2016,2866.53,viuvo,estagiario,nan
Xavier Ferreira,34.0,manaus,11/06/2024,3248.68,solteiro,gestor,nan
Xavier Santos,61.0,salvador,28/11/2020,,casado,cientista de dados,(11) 97334-4317
Tania Rodrigues,10.0,manaus,06/05/2022,2596.49,casado,analista,nan
Zeca Almeida,47.0,salvador,04/12/2023,4456.58,casado,cientista de dados,nan
Diego Rodrigues,26.0,recife,21/01/2027,5057.64,viuvo,desenvolvedor,nan
Otavio Almeida,20.0,belo  horizonte,19/03/2015,2175.54,viuvo,engenheiro de dados,nan
Yasmin Silva,25.0,rio de janeiro,28/03/2022,4946.74,casado,estagiario,nan
  MARTA RODRIGUES  ,37.0,sao paulo,23/09/2021,2466.76,viuvo,cientista de dados,nan
Otavio Rodrigues,26.0,curitiba,08/03/2025,3479.55,casado,estagiario,nan
Gabi Pereira,30.0,sao paulo,19/12/2016,3217.64,solteiro,desenvolvedor,nan
Nina Almeida,37.0,recife,20/06/2024,4364.22,casado,engenheiro de dados,nan
Katia Almeida,47.0,belo  horizonte,09/12/2021,1777.53,casado,gestor,nan
Leo Oliveira,37.0,belo  horizonte,13/08/2017,2287.97,solteiro,analista,nan
Zeca Silva,48.0,sao paulo,14/04/2025,3008.01,casado,gestor,nan
Yasmin Pereira,35.0,recife,09/12/2020,2319.55,solteiro,cientista de dados,nan
Iris Carvalho,51.0,sao paulo,15/12/2024,1594.04,viuvo,cientista de dados,(11) 97770-4742
Gabi Santos,23.0,curitiba,21/11/2016,3890.95,solteiro,engenheiro de dados,nan
Ana Ferreira,37.0,curitiba,28/07/2017,5736.94,viuvo,cientista de dados,nan
Gabi Silva,33.0,salvador,15/12/2016,1858.74,viuvo,cientista de dados,nan
Ana Souza,39.0,sao paulo,06/01/2025,2129.24,viuvo,analista,nan
Zeca Pereira,50.0,fortaleza,25/12/2015,4610.78,casado,cientista de dados,nan
Heitor Oliveira,37.0,sao paulo,07/03/2020,2634.6,divorciado,gestor,nan
Tania Pereira,30.0,curitiba,18/02/2019,3912.02,casado,cientista de dados,nan
Carla Silva,44.0,belo  horizonte,03/06/2025,2381.13,solteiro,engenheiro de dados,nan
Fabio Souza,44.0,sao paulo,04/12/2022,1729.45,divorciado,estagiario,nan
Paula Lima,30.0,manaus,03/08/2018,4466.88,divorciado,estagiario,nan
Yasmin Lima,42.0,Salvador,07/04/2017,3100.5,solteiro,engenheiro de dados,nan
Katia Carvalho,49.0,sao paulo,22/07/2017,1479.33,viuvo,gestor,nan
Katia Carvalho,38.0,fortaleza,28/06/2024,3398.14,casado,cientista de dados,nan
Heitor Santos,56.0,fortaleza,20/01/2024,5943.26,viuvo,desenvolvedor,nan
Nina Souza,35.0,manaus,16/12/2021,2343.54,divorciado,cientista de dados,nan
Carla Souza,25.0,curitiba,24/08/2016,4697.6,casado,cientista de dados,nan
Otavio Pereira,35.0,,26/03/2020,2641.25,casado,desenvolvedor,nan
Otavio Silva,36.0,curitiba,16/01/2018,2054.92,solteiro,engenheiro de dados,nan
Ana Carvalho,44.0,sao paulo,08/02/2021,1898.79,viuvo,gestor,nan
Tania Almeida,33.0,salvador,25/04/2018,2799.88,divorciado,gestor,nan
  MARTA SILVA  ,31.0,recife,11/11/2015,3006.96,divorciado,gestor,nan
  CARLA RODRIGUES  ,37.0,manaus,14/07/2020,4185.74,solteiro,cientista de dados,nan
Xavier Ferreira,14.0,recife,27/03/2025,2570.67,divorciado,gestor,nan
Otavio Santos,45.0,manaus,11/04/2024,3670.48,casado,analista,nan
Carla Souza,30.0,sao paulo,27/03/2020,3850.17,divorciado,estagiario,nan
Katia Souza,39.0,,06/01/2018,4236.03,solteiro,desenvolvedor,nan
Saulo Ferreira,46.0,salvador,05/02/2019,3730.4,solteiro,cientista de dados,nan
Will Santos,28.0,sao paulo,10/10/2022,5184.05,viuvo,gestor,nan
Ulisses Lima,26.0,salvador,11/05/2021,4133.54,divorciado,engenheiro de dados,nan
  WILL SANTOS  ,32.0,curitiba,29/03/2022,2907.69,casado,analista,nan
Ana Oliveira,33.0,Sao Paulo,10/07/2025,3137.9,casado,desenvolvedor,nan
Nina Santos,44.0,recife,11/03/2024,,divorciado,engenheiro de dados,nan
Xavier Ferreira,25.0,salvador,27/04/2022,5299.69,casado,gestor,nan
Iris Rodrigues,24.0,belo  horizonte,26/08/2020,6120.37,viuvo,estagiario,(11) 99577-5501
  NINA RODRIGUES  ,41.0,,30/11/2018,1660.77,casado,gestor,(11) 94617-9489
Fabio Ferreira,39.0,manaus,22/07/2018,2883.82,solteiro,,nan
  YASMIN CARVALHO  ,35.0,manaus,30/07/2023,3001.15,solteiro,estagiario,nan
Zeca Rodrigues,33.0,manaus,13/11/2018,2395.75,divorciado,desenvolvedor,nan
Xavier Lima,33.0,salvador,22/06/2022,4713.41,solteiro,gestor,nan
  ZECA SILVA  ,40.0,sao paulo,13/07/2019,1686.9,viuvo,engenheiro de dados,nan
Ulisses Carvalho,53.0,salvador,26/02/2025,4549.88,viuvo,cientista de dados,nan
Will Rodrigues,39.0,recife,23/02/2018,3016.11,,gestor,nan
Gabi Santos,30.0,salvador,06/11/2021,2379.4,casado,gestor,nan
Vera Pereira,37.0,manaus,06/04/2023,4218.78,solteiro,analista,(11) 95353-7287
Leo Ferreira,52.0,fortaleza,10/12/2021,4820.19,solteiro,estagiario,nan
Otavio Santos,27.0,salvador,16/11/2023,5025.01,solteiro,gestor,nan
Marta Oliveira,39.0,manaus,19/01/2019,3939.62,casado,analista,nan
Eva Almeida,36.0,salvador,03/09/2018,3570.3,solteiro,gestor,nan
Joao Ferreira,26.0,manaus,30/07/2016,1686.25,,desenvolvedor,nan
Heitor Silva,27.0,recife,25/12/2015,2645.48,divorciado,engenheiro de dados,nan
Ulisses Almeida,35.0,rio de janeiro,31/08/2018,,casado,estagiario,nan
Diego Carvalho,,sao paulo,06/12/2024,1016.3,viuvo,desenvolvedor,nan
Tania Oliveira,29.0,sao paulo,20/01/2021,2749.89,viuvo,estagiario,nan
Heitor Silva,33.0,rio de janeiro,20/09/2024,3611.33,casado,estagiario,nan
Iris Silva,45.0,Rio De Janeiro,12/02/2018,2654.14,viuvo,cientista de dados,nan
Joao Silva,21.0,curitiba,27/10/2024,3289.21,casado,gestor,nan
Xavier Santos,38.0,salvador,05/05/2015,1504.15,viuvo,engenheiro de dados,nan
Gabi Santos,32.0,curitiba,21/06/2023,2242.16,casado,estagiario,nan
Carla Pereira,43.0,fortaleza,30/06/2018,2010.55,viuvo,cientista de dados,nan
Rita Santos,37.0,Curitiba,15/06/2025,6825.82,viuvo,engenheiro de dados,nan
Marta Carvalho,19.0,recife,15/07/2023,2047.79,casado,cientista de dados,nan
Diego Silva,23.0,recife,22/06/2019,5172.67,casado,gestor,nan
Fabio Santos,24.0,belo  horizonte,02/01/2025,3362.35,casado,estagiario,nan
Marta Almeida,,belo  horizonte,02/04/2019,3731.95,viuvo,desenvolvedor,nan
Paula Souza,27.0,fortaleza,27/11/2023,2982.92,divorciado,estagiario,nan
  ZECA SOUZA  ,15.0,Manaus,18/07/2022,2098.39,divorciado,cientista de dados,nan
Katia Lima,38.0,manaus,02/05/2025,,divorciado,cientista de dados,nan
Marta Oliveira,32.0,manaus,26/08/2024,4025.8,divorciado,analista,nan
  YASMIN FERREIRA  ,23.0,recife,06/07/2024,2487.11,casado,analista,nan
Marta Souza,29.0,manaus,02/08/2020,7356.67,,gestor,nan
Heitor Pereira,33.0,salvador,10/05/2022,5187.47,casado,engenheiro de dados,nan
Carla Souza,31.0,rio de janeiro,01/11/2021,5409.96,viuvo,desenvolvedor,nan
Yasmin Ferreira,22.0,recife,24/06/2024,1894.14,viuvo,engenheiro de dados,nan
Rita Oliveira,33.0,manaus,29/11/2023,2058.23,viuvo,desenvolvedor,nan
Zeca Silva,41.0,belo  horizonte,28/12/2020,3785.65,solteiro,gestor,nan
Diego Rodrigues,33.0,belo  horizonte,27/03/2015,4512.74,divorciado,gestor,nan
Nina Oliveira,32.0,rio de janeiro,14/10/2016,3617.22,divorciado,desenvolvedor,nan
Otavio Souza,32.0,Curitiba,20/04/2025,,casado,cientista de dados,nan
Gabi Carvalho,43.0,,18/10/2019,,solteiro,cientista de dados,nan
Fabio Rodrigues,43.0,belo  horizonte,28/06/2024,3490.35,casado,,nan
Rita Santos,15.0,curitiba,13/02/2021,5450.42,viuvo,analista,nan
Diego Oliveira,16.0,Salvador,31/07/2016,3223.74,casado,cientista de dados,(11) 92499-7881
Joao Oliveira,22.0,Sao Paulo,26/02/2019,3253.67,viuvo,estagiario,nan
Will Oliveira,34.0,,07/05/2023,2867.65,divorciado,gestor,nan
Xavier Ferreira,23.0,salvador,12/05/2018,4820.7,divorciado,estagiario,nan
Ana Carvalho,33.0,rio de janeiro,25/07/2021,2563.66,casado,cientista de dados,nan
Ana Almeida,49.0,Curitiba,17/06/2023,4002.01,,engenheiro de dados,nan
Diego Carvalho,35.0,curitiba,12/09/2017,3038.09,solteiro,,nan
Eva Silva,34.0,Curitiba,08/02/2015,3258.11,divorciado,cientista de dados,nan
Iris Almeida,42.0,recife,20/02/2025,3128.56,solteiro,cientista de dados,nan
Otavio Santos,16.0,recife,09/03/2015,2413.46,solteiro,gestor,nan
Eva Silva,28.0,salvador,10/08/2021,2774.49,divorciado,analista,nan
Gabi Rodrigues,40.0,curitiba,05/01/2018,1137.78,casado,desenvolvedor,nan
Yasmin Lima,43.0,curitiba,27/09/2019,4625.57,solteiro,cientista de dados,nan
Xavier Oliveira,29.0,Recife,04/02/2015,1739.35,divorciado,cientista de dados,nan
Otavio Almeida,31.0,salvador,12/03/2024,2093.02,solteiro,,nan
Xavier Carvalho,28.0,curitiba,15/12/2023,3395.65,solteiro,cientista de dados,nan
Joao Souza,40.0,belo  horizonte,19/03/2022,1718.02,viuvo,estagiario,nan
Heitor Almeida,31.0,belo  horizonte,01/06/2020,1498.64,solteiro,cientista de dados,nan
Saulo Lima,10.0,fortaleza,26/07/2021,2052.34,casado,analista,nan
Gabi Lima,40.0,curitiba,12/11/2015,1047.71,viuvo,cientista de dados,nan
Yasmin Almeida,38.0,Belo Horizonte,15/03/2016,4083.73,casado,cientista de dados,nan
Otavio Souza,30.0,salvador,02/04/2018,1867.64,solteiro,estagiario,nan
Zeca Oliveira,47.0,Belo Horizonte,13/10/2023,1213.0,,cientista de dados,nan
Ana Silva,44.0,salvador,08/05/2025,5282.23,viuvo,analista,nan
Katia Oliveira,22.0,belo  horizonte,21/07/2023,2211.96,viuvo,desenvolvedor,nan
Joao Oliveira,47.0,manaus,25/05/2021,3810.8,viuvo,desenvolvedor,nan
Carla Lima,37.0,Sao Paulo,08/06/2025,1621.12,viuvo,cientista de dados,nan
Leo Oliveira,30.0,curitiba,13/06/2016,6215.43,divorciado,analista,nan
Xavier Ferreira,26.0,sao paulo,03/04/2017,3375.11,solteiro,desenvolvedor,nan
Iris Lima,43.0,manaus,12/10/2018,1493.92,,engenheiro de dados,nan
Joao Pereira,37.0,curitiba,26/03/2021,2913.89,viuvo,desenvolvedor,nan
  TANIA SILVA  ,33.0,recife,23/02/2015,9523.33,solteiro,engenheiro de dados,nan
Nina Rodrigues,40.0,recife,13/09/2021,2556.77,casado,desenvolvedor,nan
Leo Souza,29.0,rio de janeiro,19/04/2023,3874.1,solteiro,engenheiro de dados,nan
Nina Santos,26.0,,25/08/2023,3115.37,viuvo,engenheiro de dados,nan
Yasmin Souza,44.0,manaus,29/07/2025,2191.46,solteiro,estagiario,nan
Ulisses Souza,39.0,manaus,30/08/2018,3683.75,casado,desenvolvedor,nan
Heitor Almeida,54.0,Fortaleza,03/09/2017,3309.22,divorciado,desenvolvedor,nan
Fabio Carvalho,42.0,belo  horizonte,09/12/2017,4247.28,divorciado,estagiario,nan
Marta Ferreira,49.0,recife,01/04/2023,2569.72,casado,desenvolvedor,nan
Iris Carvalho,38.0,sao paulo,09/11/2017,4697.91,solteiro,analista,nan
Nina Santos,24.0,rio de janeiro,29/12/2027,2912.24,divorciado,estagiario,nan
Ana Lima,38.0,sao paulo,24/12/2018,2378.22,solteiro,gestor,nan
Nina Ferreira,36.0,belo  horizonte,05/07/2020,5103.56,viuvo,gestor,nan
Paula Souza,40.0,rio de janeiro,16/08/2024,2775.33,viuvo,estagiario,nan
Paula Carvalho,36.0,rio de janeiro,05/07/2015,2657.16,divorciado,engenheiro de dados,nan
Diego Lima,35.0,curitiba,19/05/2023,2199.72,divorciado,desenvolvedor,nan
Nina Rodrigues,33.0,,24/08/2020,2053.69,divorciado,desenvolvedor,nan
Gabi Rodrigues,58.0,curitiba,24/04/2027,4093.37,solteiro,analista,nan
Ana Oliveira,35.0,curitiba,23/10/2017,3748.08,divorciado,desenvolvedor,nan
Leo Ferreira,33.0,rio de janeiro,16/09/2021,2263.59,solteiro,estagiario,nan
Vera Pereira,31.0,Rio De Janeiro,10/12/2022,,viuvo,analista,nan
Saulo Carvalho,28.0,sao paulo,07/07/2023,2850.6,divorciado,desenvolvedor,nan
Heitor Pereira,41.0,rio de janeiro,10/10/2019,2709.47,divorciado,engenheiro de dados,nan
Tania Carvalho,,belo  horizonte,09/09/2018,1880.19,solteiro,gestor,(11) 94529-5512
Paula Silva,26.0,Curitiba,03/04/2023,3822.17,,engenheiro de dados,nan
Paula Oliveira,36.0,curitiba,30/10/2020,10588.98,solteiro,cientista de dados,nan
Nina Lima,35.0,rio de janeiro,12/08/2022,3236.04,viuvo,engenheiro de dados,nan
Bruno Santos,46.0,Curitiba,31/03/2022,6954.45,solteiro,analista,nan
Eva Almeida,26.0,Belo Horizonte,09/01/2015,2789.09,solteiro,cientista de dados,nan
Joao Oliveira,45.0,manaus,05/07/2025,4223.12,casado,cientista de dados,nan
Will Ferreira,37.0,belo  horizonte,24/07/2019,3093.77,viuvo,desenvolvedor,nan
Will Almeida,34.0,salvador,29/05/2015,1328.93,viuvo,gestor,nan
Gabi Almeida,31.0,sao paulo,30/10/2022,1861.63,casado,engenheiro de dados,nan
Rita Santos,25.0,salvador,01/02/2025,5398.02,viuvo,desenvolvedor,nan
Zeca Carvalho,27.0,fortaleza,11/04/2024,1895.2,casado,engenheiro de dados,nan
Tania Souza,35.0,manaus,16/03/2019,3561.67,viuvo,desenvolvedor,nan
Diego Rodrigues,20.0,Sao Paulo,14/10/2019,2424.95,casado,analista,nan
Carla Souza,33.0,manaus,06/12/2018,2459.26,divorciado,analista,nan
Heitor Silva,33.0,salvador,14/07/2021,3095.95,solteiro,estagiario,nan
Ana Lima,19.0,sao paulo,26/07/2018,2614.63,solteiro,estagiario,nan
  LEO SOUZA  ,44.0,fortaleza,31/12/2021,4161.35,divorciado,analista,(11) 96606-3443
Marta Santos,28.0,belo  horizonte,15/11/2016,2421.89,divorciado,gestor,nan
Gabi Ferreira,38.0,recife,24/11/2016,1808.06,viuvo,desenvolvedor,nan
Nina Almeida,48.0,curitiba,07/02/2022,2928.45,viuvo,engenheiro de dados,nan
Saulo Lima,45.0,Belo Horizonte,12/11/2015,6680.17,casado,cientista de dados,nan
Tania Carvalho,48.0,Curitiba,13/05/2024,3391.44,divorciado,estagiario,nan
Gabi Carvalho,30.0,rio de janeiro,20/02/2019,3561.65,viuvo,engenheiro de dados,nan
Bruno Silva,31.0,recife,01/07/2016,4908.96,solteiro,gestor,nan
Otavio Rodrigues,30.0,Manaus,19/10/2022,3868.37,,estagiario,nan
Saulo Santos,36.0,,22/09/2020,2811.61,solteiro,analista,nan
Xavier Lima,46.0,Curitiba,07/05/2020,1459.93,solteiro,analista,nan
Tania Carvalho,35.0,fortaleza,12/07/2021,6345.16,viuvo,estagiario,nan
Fabio Ferreira,30.0,rio de janeiro,15/06/2017,1848.7,divorciado,estagiario,nan
Marta Oliveira,30.0,recife,07/06/2018,3177.96,solteiro,cientista de dados,nan
Rita Oliveira,22.0,Belo Horizonte,16/06/2019,,casado,cientista de dados,nan
Otavio Souza,24.0,curitiba,19/05/2022,2756.37,solteiro,cientista de dados,nan
  CARLA PEREIRA  ,50.0,curitiba,31/05/2018,3247.28,viuvo,analista,nan
Ana Ferreira,53.0,fortaleza,03/07/2016,4220.31,divorciado,,nan
Tania Lima,24.0,curitiba,30/03/2022,9061.62,viuvo,cientista de dados,nan
  PAULA SILVA  ,29.0,sao paulo,29/10/2023,1986.55,solteiro,cientista de dados,nan
Eva Rodrigues,35.0,rio de janeiro,18/08/2017,1752.86,viuvo,desenvolvedor,nan
Katia Silva,38.0,Manaus,23/06/2016,1186.27,solteiro,analista,nan
Marta Oliveira,28.0,Curitiba,08/07/2018,2706.83,viuvo,analista,nan
Otavio Rodrigues,37.0,Curitiba,10/07/2018,2292.87,casado,gestor,nan
Katia Oliveira,57.0,salvador,05/12/2017,3711.48,viuvo,estagiario,nan
Iris Rodrigues,45.0,sao paulo,16/04/2025,2213.8,viuvo,cientista de dados,nan
Rita Oliveira,38.0,sao paulo,24/04/2022,3686.19,casado,desenvolvedor,nan
Rita Silva,33.0,curitiba,19/09/2015,2619.99,divorciado,engenheiro de dados,nan
Ana Silva,43.0,manaus,11/12/2018,3148.42,divorciado,gestor,nan
  YASMIN PEREIRA  ,25.0,recife,14/03/2020,1598.11,solteiro,estagiario,nan
